شماره کارت,شناسه دستگاه پوز,تاریخ تراکنش,مبلغ تراکنش(ریال),زمان تراکنش
6396070000103600,959940002619,1397/10/05,636000,201025
6396070000103633,377040012619,1397/10/05,5364000,092915
6396070000103660,377020030619,1397/10/05,7504780,192659
6396070000103698,379990020819,1397/10/05,12000000,183911
6396070000103792,934660018619,1397/10/05,3900000,124424
6396070000103803,210630015219,1397/10/05,4095000,111856
6396070000103941,417220034301,1397/10/05,7504780,035245
6396070000103971,802340011519,1397/10/05,2000000,141817
6396070000103989,198650023619,1397/10/05,2000000,010408
6396070000104080,198600034919,1397/10/05,4952200,075140
6396070000104181,210630014619,1397/10/05,2325000,021536
6396070000104243,377070016819,1397/10/05,7504780,002217
6396070000104275,280660014901,1397/10/05,3369000,043940
6396070000104369,198640017719,1397/10/05,2100000,202415
6396070000104423,043350026419,1397/10/05,4952200,181237
6396070000104440,280630027601,1397/10/05,3675000,032754
6396070000104505,293801003701,1397/10/05,1437000,132918
6396070000104634,210630020019,1397/10/05,2000000,215712
6396070000104650,959970015319,1397/10/05,7504780,155837
6396070000104709,379960007519,1397/10/05,8708000,133245
6396070000104755,280610004001,1397/10/05,12000000,041933
6396070000104823,043300012119,1397/10/05,3000000,182645
6396070000104877,379910017319,1397/10/05,4095000,174255
6396070000104978,417280033801,1397/10/05,12000000,115415
6396070000105000,541601001601,1397/10/05,2100000,130812
6396070000105013,280680015301,1397/10/05,1437000,214211
6396070000105146,043350034119,1397/10/05,4952200,182225
6396070000105166,376970015719,1397/10/05,1905000,212124
6396070000105232,280601005701,1397/10/05,2631000,210547
6396070000105263,802300031719,1397/10/05,7504780,131312
6396070000105291,280670030101,1397/10/05,4095000,175821
6396070000105296,802380029119,1397/10/05,7504780,113439
6396070000105360,959960009919,1397/10/05,12000000,004042
6396070000105373,043300028919,1397/10/05,3369000,021923
6396070000105399,738101004719,1397/10/05,7504780,072749
6396070000105401,198650011619,1397/10/05,8708000,091538
6396070000105415,280620018401,1397/10/05,4952200,185619
6396070000105491,934600028819,1397/10/05,3675000,202058
6396070000105505,934620030019,1397/10/05,2325000,135343
6396070000105620,043300619,1397/10/05,2325000,032147
6396070000105696,934600031719,1397/10/05,4952200,081159
6396070000105724,937001004819,1397/10/05,2000000,224519
6396070000105761,637301005019,1397/10/05,2000000,055604
6396070000105812,379980002319,1397/10/05,4952200,053512
6396070000105835,377040026819,1397/10/05,1905000,172136
6396070000105940,210600021919,1397/10/05,2000000,224702
6396070000106010,679501001119,1397/10/05,3675000,103626
6396070000106016,280610019601,1397/10/05,2325000,000437
6396070000106065,210660000119,1397/10/05,3675000,052522
6396070000106070,043330010519,1397/10/05,4095000,194418
6396070000106131,934610029419,1397/10/05,3000000,221525
6396070000106142,198640010019,1397/10/05,2000000,201523
6396070000106177,043360020819,1397/10/05,4952200,170737
6396070000106202,377020033519,1397/10/05,2100000,214339
6396070000106299,198650028519,1397/10/05,8708000,073503
6396070000106372,934640013319,1397/10/05,1437000,190735
6396070000106464,210670022119,1397/10/05,7504780,195803
6396070000106538,280600039901,1397/10/05,12000000,222249
6396070000106720,377001001519,1397/10/05,3369000,043732
6396070000106868,934650037819,1397/10/05,2000000,004154
6396070000106878,376940008819,1397/10/05,1437000,081339
6396070000106926,210640014519,1397/10/05,4952200,094354
6396070000106941,379970023219,1397/10/05,2325000,145650
5028066000001516,741200040419,1397/10/06,76640000,061553
5028066000001516,694900040119,1397/10/06,65000000,041305
5028066000001516,694900040119,1397/10/06,65000000,122844
5028066000001516,621400040819,1397/10/06,65000000,041705
5028066000001516,621400040819,1397/10/06,65000000,121744
5028066000001516,621400040619,1397/10/06,79480000,094920
5028066000001516,293800040501,1397/10/06,70000000,012718
5029380000004000,621400042019,1397/10/06,121500000,131642
5029380000004000,578500042001,1397/10/06,121500000,131742
5029380000004000,293800042001,1397/10/06,121500000,132042
5029380000004000,293800042001,1397/10/06,121500000,102056
5029380000004000,293800042001,1397/10/06,121500000,102956
5029380000004000,293800042001,1397/10/06,121500000,103356
5029380000004000,293800042001,1397/10/06,121500000,131542
5029380000004003,621400042019,1397/10/06,117500000,211753
5029380000004003,621400042019,1397/10/06,117500000,201717
5029380000004003,578500042001,1397/10/06,117500000,204217
5029380000004003,578500042001,1397/10/06,117500000,210253
5029380000004003,578500042001,1397/10/06,121500000,031711
5029380000004003,578500042001,1397/10/06,113300000,221822
5029380000004003,293800042001,1397/10/06,110260000,111750
5029380000004006,578500042001,1397/10/06,117500000,134644
5029380000004006,578500042001,1397/10/06,125000000,102536
5029380000004006,578500042001,1397/10/06,128500000,215859
5029380000004006,578500042001,1397/10/06,130000000,111752
5029380000004006,578500042001,1397/10/06,130000000,113652
5029380000004006,578500042001,1397/10/06,130000000,161724
5029380000004006,578500042001,1397/10/06,130000000,164124
5029380000004017,578500042001,1397/10/06,106550000,203214
5029380000004017,578500042001,1397/10/06,110090000,131609
5029380000004017,578500042001,1397/10/06,110090000,131709
5029380000004017,578500042001,1397/10/06,110090000,141715
5029380000004017,578500042001,1397/10/06,110090000,142415
5029380000004017,293800042001,1397/10/06,110090000,133109
5029380000004017,293800042001,1397/10/06,110090000,141615
5029380000004019,621400042019,1397/10/06,120000000,085858
5029380000004019,578500042001,1397/10/06,120000000,101621
5029380000004019,578500042001,1397/10/06,120000000,081658
5029380000004019,578500042001,1397/10/06,120000000,102021
5029380000004019,578500042001,1397/10/06,120000000,082058
5029380000004019,293800042001,1397/10/06,120000000,081758
5029380000004019,293800042001,1397/10/06,120000000,101721
5029380000004020,621400042019,1397/10/06,130000000,152645
5029380000004020,621400042019,1397/10/06,130000000,033843
5029380000004020,621400042019,1397/10/06,130000000,182818
5029380000004020,578500042001,1397/10/06,130000000,151645
5029380000004020,578500042001,1397/10/06,130000000,151745
5029380000004020,578500042001,1397/10/06,130000000,181618
5029380000004020,578500042001,1397/10/06,130000000,181718
5029380000004025,578500042001,1397/10/06,121500000,171648
5029380000004025,578500042001,1397/10/06,121500000,171748
5029380000004025,578500042001,1397/10/06,121500000,181628
5029380000004025,578500042001,1397/10/06,121500000,181728
5029380000004025,578500042001,1397/10/06,121500000,184528
5029380000004025,578500042001,1397/10/06,121500000,190123
5029380000004025,578500042001,1397/10/06,121500000,191623
5029380000004032,621400042019,1397/10/06,132410000,012028
5029380000004032,578500042001,1397/10/06,132410000,141609
5029380000004032,578500042001,1397/10/06,132410000,011628
5029380000004032,293800042001,1397/10/06,132410000,011728
5029380000004032,293800042001,1397/10/06,128500000,172158
5029380000004032,293800042001,1397/10/06,132410000,010928
5029380000004032,293800042001,1397/10/06,132410000,141709
5029380000004042,578500042001,1397/10/06,115000000,181756
5029380000004042,578500042001,1397/10/06,115000000,211627
5029380000004042,578500042001,1397/10/06,115000000,211727
5029380000004042,578500042001,1397/10/06,115000000,214527
5029380000004042,578500042001,1397/10/06,117590000,000702
5029380000004042,578500042001,1397/10/06,120000000,011756
5029380000004042,578500042001,1397/10/06,120000000,013856
5029380000004045,621400042019,1397/10/06,111680000,101634
5029380000004045,621400042019,1397/10/06,111680000,121606
5029380000004045,578500042001,1397/10/06,111680000,121706
5029380000004045,578500042001,1397/10/06,111680000,122006
5029380000004045,578500042001,1397/10/06,111680000,101734
5029380000004045,578500042001,1397/10/06,111680000,102034
5029380000004045,578500042001,1397/10/06,111680000,104434
5029380000004047,621400042019,1397/10/06,115000000,171752
5029380000004047,578500042001,1397/10/06,117500000,023339
5029380000004047,578500042001,1397/10/06,124000000,030554
5029380000004047,578500042001,1397/10/06,126000000,001740
5029380000004047,578500042001,1397/10/06,126000000,003940
5029380000004047,578500042001,1397/10/06,126000000,150451
5029380000004047,293800042001,1397/10/06,115000000,171852
5029380000004052,621400042019,1397/10/06,128500000,095534
5029380000004052,621400042019,1397/10/06,130000000,004937
5029380000004052,621400042019,1397/10/06,130000000,110443
5029380000004052,578500042001,1397/10/06,130000000,111743
5029380000004052,578500042001,1397/10/06,130000000,001737
5029380000004052,293800042001,1397/10/06,130000000,001637
5029380000004052,293800042001,1397/10/06,130000000,111643
5029380000004054,578500042001,1397/10/06,113300000,081649
5029380000004054,578500042001,1397/10/06,113300000,083949
5029380000004054,578500042001,1397/10/06,113300000,171658
5029380000004054,578500042001,1397/10/06,113300000,175858
5029380000004054,293800042001,1397/10/06,113300000,171758
5029380000004054,293800042001,1397/10/06,113300000,081749
5029380000004054,293800042001,1397/10/06,111680000,172758
5029380000004055,621400042019,1397/10/06,117590000,050141
5029380000004055,621400042019,1397/10/06,124000000,030245
5029380000004055,621400042019,1397/10/06,125000000,051427
5029380000004055,578500042001,1397/10/06,128500000,101741
5029380000004055,578500042001,1397/10/06,113300000,231759
5029380000004055,578500042001,1397/10/06,115000000,092203
5029380000004055,293800042001,1397/10/06,113300000,233959
5029380000004066,621400042019,1397/10/06,120000000,011626
5029380000004066,621400042019,1397/10/06,120000000,013526
5029380000004066,621400042019,1397/10/06,120000000,021024
5029380000004066,578500042001,1397/10/06,120000000,011726
5029380000004066,578500042001,1397/10/06,120000000,012026
5029380000004066,293800042001,1397/10/06,120000000,012526
5029380000004066,293800042001,1397/10/06,120000000,002505
5029380000004070,621400042019,1397/10/06,130000000,215139
5029380000004070,621400042019,1397/10/06,130000000,201527
5029380000004070,578500042001,1397/10/06,130000000,201727
5029380000004070,578500042001,1397/10/06,130000000,211739
5029380000004070,578500042001,1397/10/06,128500000,003626
5029380000004070,578500042001,1397/10/06,128500000,211236
5029380000004070,293800042001,1397/10/06,128500000,211736
5029380000004072,621400042019,1397/10/06,105720000,114814
5029380000004072,621400042019,1397/10/06,105720000,221807
5029380000004072,578500042001,1397/10/06,105720000,222007
5029380000004072,578500042001,1397/10/06,106550000,032916
5029380000004072,578500042001,1397/10/06,105720000,221607
5029380000004072,578500042001,1397/10/06,105720000,221707
5029380000004072,293800042001,1397/10/06,110090000,074030
5029380000004077,621400042019,1397/10/06,115000000,151058
5029380000004077,621400042019,1397/10/06,111680000,183319
5029380000004077,621400042019,1397/10/06,115000000,050709
5029380000004077,578500042001,1397/10/06,115000000,051709
5029380000004077,578500042001,1397/10/06,115000000,151758
5029380000004077,578500042001,1397/10/06,117500000,011140
5029380000004077,293800042001,1397/10/06,117500000,011640
5029380000004078,621400042019,1397/10/06,117590000,191751
5029380000004078,578500042001,1397/10/06,117590000,193651
5029380000004078,578500042001,1397/10/06,124000000,113410
5029380000004078,578500042001,1397/10/06,124000000,160226
5029380000004078,293800042001,1397/10/06,124000000,161726
5029380000004078,293800042001,1397/10/06,120000000,120659
5029380000004078,293800042001,1397/10/06,124000000,111710
5029380000004080,621400042019,1397/10/06,125000000,194158
5029380000004080,578500042001,1397/10/06,135000000,001704
5029380000004080,578500042001,1397/10/06,135000000,003904
5029380000004080,578500042001,1397/10/06,135000000,021739
5029380000004080,578500042001,1397/10/06,124000000,015312
5029380000004080,293800042001,1397/10/06,126000000,160806
5029380000004080,293800042001,1397/10/06,128500000,214230
5029380000004085,578500042001,1397/10/06,115000000,101740
5029380000004085,578500042001,1397/10/06,115000000,102440
5029380000004085,578500042001,1397/10/06,117590000,040624
5029380000004085,578500042001,1397/10/06,115000000,081730
5029380000004085,578500042001,1397/10/06,115000000,085230
5029380000004085,293800042001,1397/10/06,115000000,101640
5029380000004085,293800042001,1397/10/06,115000000,081630
5029380000004088,621400042019,1397/10/06,126000000,054037
5029380000004088,621400042019,1397/10/06,128500000,061156
5029380000004088,578500042001,1397/10/06,130000000,230144
5029380000004088,578500042001,1397/10/06,125000000,204233
5029380000004088,578500042001,1397/10/06,125000000,221321
5029380000004088,578500042001,1397/10/06,125000000,221621
5029380000004088,578500042001,1397/10/06,125000000,221721
5029380000004091,578500042001,1397/10/06,115000000,101701
5029380000004091,578500042001,1397/10/06,115000000,101739
5029380000004091,578500042001,1397/10/06,115000000,105339
5029380000004091,578500042001,1397/10/06,115000000,201744
5029380000004091,293800042001,1397/10/06,115000000,201644
5029380000004091,293800042001,1397/10/06,115000000,101601
5029380000004091,293800042001,1397/10/06,115000000,101639
5029380000004106,377040042419,1397/10/06,106550000,231641
5029380000004106,377040042419,1397/10/06,113300000,073738
5029380000004106,280600042401,1397/10/06,115000000,141649
5029380000004106,280600042401,1397/10/06,106550000,235241
5029380000004106,210600042419,1397/10/06,106550000,232041
5029380000004106,043390042419,1397/10/06,110090000,234603
5029380000004106,043320042419,1397/10/06,106550000,231741
5029380000004107,210690042419,1397/10/06,124000000,035233
5029380000004107,210690042419,1397/10/06,124000000,052658
5029380000004107,210690042419,1397/10/06,126000000,051635
5029380000004107,210690042419,1397/10/06,117500000,070301
5029380000004107,043390042419,1397/10/06,117590000,085107
5029380000004107,043320042419,1397/10/06,124000000,031733
5029380000004107,043320042419,1397/10/06,124000000,051758
5029380000004110,377040042419,1397/10/06,120000000,001714
5029380000004110,377040042419,1397/10/06,120000000,231759
5029380000004110,210690042419,1397/10/06,117590000,042036
5029380000004110,210600042419,1397/10/06,120000000,003814
5029380000004110,210600042419,1397/10/06,120000000,235759
5029380000004110,043390042419,1397/10/06,117500000,123931
5029380000004110,043320042419,1397/10/06,117500000,121731
5029380000004113,280600042401,1397/10/06,135000000,081641
5029380000004113,280600042401,1397/10/06,135000000,081741
5029380000004113,280600042401,1397/10/06,135000000,071753
5029380000004113,210600042419,1397/10/06,135000000,072053
5029380000004113,210600042419,1397/10/06,135000000,075853
5029380000004113,210600042419,1397/10/06,135000000,082041
5029380000004113,210600042419,1397/10/06,135000000,084041
5029380000004127,377040042419,1397/10/06,124000000,045012
5029380000004127,377040042419,1397/10/06,124000000,083327
5029380000004127,280600042401,1397/10/06,125000000,141726
5029380000004127,210600042419,1397/10/06,124000000,081727
5029380000004127,210600042419,1397/10/06,121500000,044427
5029380000004127,210600042419,1397/10/06,124000000,041712
5029380000004127,043390042419,1397/10/06,121500000,041727
5029380000004130,210690042419,1397/10/06,128500000,182042
5029380000004130,210600042419,1397/10/06,128500000,201637
5029380000004130,210600042419,1397/10/06,128500000,181642
5029380000004130,043390042419,1397/10/06,128500000,181742
5029380000004130,043390042419,1397/10/06,128500000,201737
5029380000004130,043320042419,1397/10/06,128500000,093138
5029380000004130,043320042419,1397/10/06,128500000,180342
5029380000004140,280600042401,1397/10/06,117500000,211734
5029380000004140,280600042401,1397/10/06,117500000,231739
5029380000004140,210690042419,1397/10/06,117500000,212034
5029380000004140,210690042419,1397/10/06,117500000,142052
5029380000004140,210600042419,1397/10/06,117500000,231639
5029380000004140,210600042419,1397/10/06,117500000,211634
5029380000004140,043320042419,1397/10/06,117500000,211534
5029380000004143,377040042419,1397/10/06,113300000,011728
5029380000004143,377040042419,1397/10/06,113300000,181734
5029380000004143,210690042419,1397/10/06,111680000,114412
5029380000004143,210600042419,1397/10/06,113300000,010828
5029380000004143,043390042419,1397/10/06,110260000,182002
5029380000004143,043320042419,1397/10/06,110260000,182802
5029380000004143,043320042419,1397/10/06,110260000,181702
5029380000004148,377040042419,1397/10/06,132500000,211748
5029380000004148,280600042401,1397/10/06,135000000,221701
5029380000004148,280600042401,1397/10/06,135000000,211733
5029380000004148,210600042419,1397/10/06,132500000,211648
5029380000004148,210600042419,1397/10/06,132500000,212948
5029380000004148,043320042419,1397/10/06,135000000,212533
5029380000004148,043320042419,1397/10/06,135000000,222501
5029380000004160,280600042401,1397/10/06,126000000,001630
5029380000004160,210690042419,1397/10/06,121500000,172703
5029380000004160,210690042419,1397/10/06,121500000,231730
5029380000004160,210690042419,1397/10/06,121500000,234630
5029380000004160,210690042419,1397/10/06,126000000,002030
5029380000004160,210690042419,1397/10/06,126000000,002530
5029380000004160,043390042419,1397/10/06,126000000,001730
5029380000004163,280600042401,1397/10/06,136700000,145421
5029380000004163,210600042419,1397/10/06,132410000,010743
5029380000004163,043390042419,1397/10/06,132500000,184644
5029380000004163,043390042419,1397/10/06,132500000,200459
5029380000004163,043320042419,1397/10/06,132500000,201759
5029380000004163,043320042419,1397/10/06,135000000,153703
5029380000004163,043320042419,1397/10/06,132500000,181744
5029380000004174,377040042419,1397/10/06,105720000,201921
5029380000004174,377040042419,1397/10/06,105720000,231625
5029380000004174,210600042419,1397/10/06,105720000,232025
5029380000004174,210600042419,1397/10/06,105720000,202021
5029380000004174,043320042419,1397/10/06,105720000,202521
5029380000004174,043320042419,1397/10/06,105720000,201721
5029380000004174,043320042419,1397/10/06,105720000,231725
5029380000004182,377040042419,1397/10/06,135000000,091728
5029380000004182,377040042419,1397/10/06,135000000,211715
5029380000004182,377040042419,1397/10/06,139740000,100743
5029380000004182,210600042419,1397/10/06,132410000,115138
5029380000004182,043320042419,1397/10/06,130000000,231744
5029380000004182,043320042419,1397/10/06,135000000,213015
5029380000004182,043320042419,1397/10/06,135000000,093928
5029380000004186,377040042419,1397/10/06,115000000,211644
5029380000004186,377040042419,1397/10/06,115000000,141654
5029380000004186,210600042419,1397/10/06,115000000,141754
5029380000004186,210600042419,1397/10/06,115000000,211744
5029380000004186,043320042419,1397/10/06,117590000,001732
5029380000004186,043320042419,1397/10/06,115000000,211344
5029380000004186,043320042419,1397/10/06,115000000,140454
5029380000004188,377040042419,1397/10/06,128500000,190717
5029380000004188,210690042419,1397/10/06,130000000,203123
5029380000004188,210690042419,1397/10/06,132410000,060741
5029380000004188,210600042419,1397/10/06,126000000,091715
5029380000004188,210600042419,1397/10/06,126000000,095615
5029380000004188,043320042419,1397/10/06,132410000,061741
5029380000004188,043320042419,1397/10/06,132410000,171702
5029380000004192,210600042419,1397/10/06,124000000,101737
5029380000004192,210600042419,1397/10/06,124000000,121753
5029380000004192,043390042419,1397/10/06,124000000,125253
5029380000004192,043390042419,1397/10/06,124000000,105437
5029380000004192,043390042419,1397/10/06,124000000,121653
5029380000004192,043390042419,1397/10/06,124000000,101637
5029380000004192,043390042419,1397/10/06,124000000,191632
5029380000004194,210690042419,1397/10/06,124000000,011602
5029380000004194,210690042419,1397/10/06,124000000,011702
5029380000004194,210600042419,1397/10/06,120000000,160740
5029380000004194,043390042419,1397/10/06,117590000,225408
5029380000004194,043390042419,1397/10/06,117590000,180833
5029380000004194,043320042419,1397/10/06,117590000,181733
5029380000004194,043320042419,1397/10/06,117590000,221708
5029380000004197,210690042419,1397/10/06,121500000,060302
5029380000004197,210690042419,1397/10/06,121500000,061702
5029380000004197,210690042419,1397/10/06,125000000,031732
5029380000004197,210690042419,1397/10/06,125000000,041703
5029380000004197,210600042419,1397/10/06,125000000,042403
5029380000004197,210600042419,1397/10/06,126000000,130707
5029380000004197,210600042419,1397/10/06,125000000,031432
5029380000004199,280600042401,1397/10/06,120000000,051937
5029380000004199,280600042401,1397/10/06,120000000,052037
5029380000004199,280600042401,1397/10/06,120000000,161638
5029380000004199,280600042401,1397/10/06,120000000,162038
5029380000004199,280600042401,1397/10/06,120000000,201645
5029380000004199,210690042419,1397/10/06,120000000,161738
5029380000004199,043390042419,1397/10/06,120000000,161238
5057850000004001,621400042019,1397/10/06,120000000,082059
5057850000004001,621400042019,1397/10/06,120000000,032018
5057850000004001,621400042019,1397/10/06,120000000,081659
5057850000004001,578500042001,1397/10/06,120000000,081759
5057850000004001,578500042001,1397/10/06,120000000,084759
5057850000004001,578500042001,1397/10/06,120000000,121607
5057850000004001,578500042001,1397/10/06,120000000,031718
5057850000004012,621400042019,1397/10/06,120000000,023203
5057850000004012,621400042019,1397/10/06,120000000,180121
5057850000004012,578500042001,1397/10/06,124000000,061719
5057850000004012,578500042001,1397/10/06,124000000,061752
5057850000004012,578500042001,1397/10/06,124000000,065619
5057850000004012,293800042001,1397/10/06,120000000,181721
5057850000004012,293800042001,1397/10/06,121500000,210558
5057850000004021,578500042001,1397/10/06,111680000,172006
5057850000004021,578500042001,1397/10/06,111680000,172106
5057850000004021,578500042001,1397/10/06,111680000,231628
5057850000004021,578500042001,1397/10/06,111680000,232028
5057850000004021,578500042001,1397/10/06,111680000,171606
5057850000004021,293800042001,1397/10/06,111680000,171706
5057850000004021,293800042001,1397/10/06,111680000,231728
5057850000004024,621400042019,1397/10/06,105000000,192503
5057850000004024,621400042019,1397/10/06,106550000,223127
5057850000004024,578500042001,1397/10/06,110090000,121019
5057850000004024,578500042001,1397/10/06,105000000,192603
5057850000004024,578500042001,1397/10/06,105000000,191603
5057850000004024,578500042001,1397/10/06,105000000,191703
5057850000004024,293800042001,1397/10/06,105000000,192003
5057850000004033,621400042019,1397/10/06,120000000,061757
5057850000004033,621400042019,1397/10/06,120000000,062357
5057850000004033,621400042019,1397/10/06,120000000,081740
5057850000004033,621400042019,1397/10/06,120000000,084440
5057850000004033,578500042001,1397/10/06,120000000,081640
5057850000004033,578500042001,1397/10/06,120000000,011946
5057850000004033,578500042001,1397/10/06,120000000,061657
5057850000004034,621400042019,1397/10/06,120000000,093934
5057850000004034,621400042019,1397/10/06,120000000,230858
5057850000004034,621400042019,1397/10/06,121500000,135821
5057850000004034,621400042019,1397/10/06,121500000,234454
5057850000004034,578500042001,1397/10/06,121500000,231754
5057850000004034,578500042001,1397/10/06,120000000,231758
5057850000004034,578500042001,1397/10/06,121500000,131721
5057850000004035,621400042019,1397/10/06,121500000,001025
5057850000004035,578500042001,1397/10/06,120000000,103427
5057850000004035,578500042001,1397/10/06,120000000,113704
5057850000004035,293800042001,1397/10/06,120000000,111704
5057850000004035,293800042001,1397/10/06,121500000,001725
5057850000004035,293800042001,1397/10/06,121500000,061758
5057850000004035,293800042001,1397/10/06,120000000,101727
5057850000004036,621400042019,1397/10/06,120000000,121709
5057850000004036,621400042019,1397/10/06,117590000,113813
5057850000004036,621400042019,1397/10/06,120000000,111725
5057850000004036,578500042001,1397/10/06,120000000,114925
5057850000004036,578500042001,1397/10/06,120000000,125909
5057850000004036,578500042001,1397/10/06,121500000,051607
5057850000004036,293800042001,1397/10/06,121500000,051707
5057850000004037,578500042001,1397/10/06,130000000,174530
5057850000004037,578500042001,1397/10/06,132410000,032905
5057850000004037,578500042001,1397/10/06,135000000,051406
5057850000004037,293800042001,1397/10/06,132500000,071718
5057850000004037,293800042001,1397/10/06,132500000,075318
5057850000004037,293800042001,1397/10/06,132500000,201128
5057850000004037,293800042001,1397/10/06,132500000,201728
5057850000004039,621400042019,1397/10/06,115000000,050522
5057850000004039,621400042019,1397/10/06,117500000,011715
5057850000004039,621400042019,1397/10/06,117500000,041712
5057850000004039,621400042019,1397/10/06,117590000,130401
5057850000004039,578500042001,1397/10/06,117590000,131701
5057850000004039,578500042001,1397/10/06,117500000,044612
5057850000004039,578500042001,1397/10/06,117500000,010315
5057850000004041,621400042019,1397/10/06,121500000,101719
5057850000004041,621400042019,1397/10/06,121500000,041708
5057850000004041,578500042001,1397/10/06,117500000,095536
5057850000004041,578500042001,1397/10/06,117500000,165631
5057850000004041,293800042001,1397/10/06,117500000,161731
5057850000004041,293800042001,1397/10/06,121500000,044908
5057850000004041,293800042001,1397/10/06,121500000,104919
5057850000004043,293800042001,1397/10/06,117590000,111734
5057850000004043,293800042001,1397/10/06,117590000,115234
5057850000004043,293800042001,1397/10/06,117590000,131638
5057850000004043,293800042001,1397/10/06,117590000,131738
5057850000004043,293800042001,1397/10/06,117590000,133138
5057850000004043,293800042001,1397/10/06,117590000,201644
5057850000004043,293800042001,1397/10/06,117590000,201744
5057850000004062,621400042019,1397/10/06,130000000,085711
5057850000004062,578500042001,1397/10/06,136700000,001736
5057850000004062,578500042001,1397/10/06,136700000,003636
5057850000004062,578500042001,1397/10/06,132500000,175840
5057850000004062,293800042001,1397/10/06,135000000,061302
5057850000004062,293800042001,1397/10/06,136700000,001636
5057850000004062,293800042001,1397/10/06,132410000,045908
5057850000004065,578500042001,1397/10/06,117500000,062022
5057850000004065,578500042001,1397/10/06,117500000,062522
5057850000004065,578500042001,1397/10/06,117500000,064922
5057850000004065,578500042001,1397/10/06,117500000,151606
5057850000004065,578500042001,1397/10/06,117500000,151706
5057850000004065,578500042001,1397/10/06,117500000,061622
5057850000004065,293800042001,1397/10/06,117500000,061722
5057850000004069,621400042019,1397/10/06,130000000,001758
5057850000004069,578500042001,1397/10/06,130000000,002058
5057850000004069,578500042001,1397/10/06,125000000,223848
5057850000004069,578500042001,1397/10/06,126000000,020202
5057850000004069,578500042001,1397/10/06,128500000,164322
5057850000004069,578500042001,1397/10/06,130000000,001658
5057850000004069,293800042001,1397/10/06,124000000,211736
5057850000004071,578500042001,1397/10/06,115000000,064407
5057850000004071,578500042001,1397/10/06,117590000,050532
5057850000004071,578500042001,1397/10/06,117590000,170409
5057850000004071,578500042001,1397/10/06,120000000,001616
5057850000004071,293800042001,1397/10/06,120000000,001716
5057850000004071,293800042001,1397/10/06,117590000,171709
5057850000004071,293800042001,1397/10/06,117590000,051732
5057850000004081,621400042019,1397/10/06,105000000,231650
5057850000004081,621400042019,1397/10/06,105000000,231750
5057850000004081,621400042019,1397/10/06,105000000,232550
5057850000004081,621400042019,1397/10/06,105000000,233250
5057850000004081,578500042001,1397/10/06,105720000,040727
5057850000004081,578500042001,1397/10/06,105720000,041727
5057850000004081,578500042001,1397/10/06,105000000,232050
5057850000004083,621400042019,1397/10/06,130000000,161749
5057850000004083,621400042019,1397/10/06,130000000,181750
5057850000004083,578500042001,1397/10/06,128500000,162336
5057850000004083,578500042001,1397/10/06,128500000,084115
5057850000004083,293800042001,1397/10/06,128500000,161736
5057850000004083,293800042001,1397/10/06,130000000,160849
5057850000004083,293800042001,1397/10/06,128500000,081715
5057850000004086,621400042019,1397/10/06,121500000,043844
5057850000004086,621400042019,1397/10/06,124000000,011645
5057850000004086,621400042019,1397/10/06,124000000,011745
5057850000004086,621400042019,1397/10/06,124000000,013445
5057850000004086,621400042019,1397/10/06,124000000,120549
5057850000004086,621400042019,1397/10/06,124000000,121649
5057850000004086,578500042001,1397/10/06,120000000,030430
5057850000004089,621400042019,1397/10/06,117590000,024344
5057850000004089,578500042001,1397/10/06,117500000,234228
5057850000004089,578500042001,1397/10/06,120000000,011610
5057850000004089,578500042001,1397/10/06,120000000,011710
5057850000004089,578500042001,1397/10/06,120000000,031655
5057850000004089,578500042001,1397/10/06,120000000,031755
5057850000004089,293800042001,1397/10/06,120000000,010710
5057850000004093,621400042019,1397/10/06,110260000,042038
5057850000004093,621400042019,1397/10/06,110260000,131657
5057850000004093,621400042019,1397/10/06,110260000,132057
5057850000004093,621400042019,1397/10/06,110260000,161614
5057850000004093,578500042001,1397/10/06,110260000,045538
5057850000004093,578500042001,1397/10/06,110260000,130657
5057850000004093,293800042001,1397/10/06,110260000,131757
5057850000004095,621400042019,1397/10/06,115000000,021728
5057850000004095,621400042019,1397/10/06,115000000,081708
5057850000004095,621400042019,1397/10/06,117500000,031758
5057850000004095,578500042001,1397/10/06,115000000,085208
5057850000004095,578500042001,1397/10/06,115000000,020828
5057850000004095,578500042001,1397/10/06,113300000,211705
5057850000004095,293800042001,1397/10/06,113300000,212505
5057850000004100,377040042419,1397/10/06,126000000,132451
5057850000004100,210690042419,1397/10/06,135000000,121759
5057850000004100,210690042419,1397/10/06,135000000,122759
5057850000004100,210690042419,1397/10/06,135000000,231713
5057850000004100,210600042419,1397/10/06,121500000,072704
5057850000004100,210600042419,1397/10/06,125000000,081808
5057850000004100,043320042419,1397/10/06,130000000,161853
5057850000004102,210690042419,1397/10/06,120000000,153052
5057850000004102,210690042419,1397/10/06,125000000,081724
5057850000004102,210600042419,1397/10/06,125000000,081924
5057850000004102,210600042419,1397/10/06,124000000,083946
5057850000004102,043390042419,1397/10/06,120000000,001717
5057850000004102,043390042419,1397/10/06,120000000,151752
5057850000004102,043320042419,1397/10/06,125000000,081624
5057850000004108,043390042419,1397/10/06,124000000,023217
5057850000004108,043390042419,1397/10/06,124000000,130103
5057850000004108,043320042419,1397/10/06,124000000,131603
5057850000004108,043320042419,1397/10/06,124000000,131703
